,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
465,44,Self-emp-not-inc,239663,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
466,48,Self-emp-not-inc,208726,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
467,35,?,138768,Assoc-acdm,12,Never-married,?,Unmarried,White,Male,0,0,30,United-States,<=50K
468,18,Private,145191,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
469,61,Self-emp-not-inc,354132,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
470,34,?,66889,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,40,England,<=50K
471,28,?,33863,9th,5,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
472,48,Private,183898,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,<=50K
473,55,?,384527,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
474,23,Private,270842,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
475,39,Private,198660,Some-college,10,Separated,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
476,18,Private,195681,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,?,<=50K
477,55,Private,241828,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
478,18,Private,185027,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,34,Ireland,>50K
479,17,Private,184846,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
480,36,Private,218956,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
481,44,Private,282660,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
482,41,Private,185057,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,?,<=50K
483,59,?,177057,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,<=50K
484,54,Private,170458,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
485,69,?,145879,11th,7,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
486,20,?,174059,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
487,39,Private,162322,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,<=50K
488,45,Private,82393,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
489,44,?,291755,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
490,39,Private,195444,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
491,21,Private,64980,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
492,39,Private,115851,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
493,19,Private,100864,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,30,?,<=50K
494,32,Private,117767,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
495,64,Private,270889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,>50K
496,44,Local-gov,99185,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
497,24,Private,235693,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
498,47,Private,272376,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,>50K
499,27,Private,180437,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
500,54,Private,194668,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
501,34,Private,197389,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K
502,28,Local-gov,217530,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,41,United-States,<=50K
503,24,Private,182526,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,>50K
504,50,Private,454421,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
505,55,Private,392886,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
506,45,Private,121125,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,62,Greece,<=50K
507,49,Private,198188,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
508,37,Private,101590,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
509,46,Private,115215,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
510,18,Private,183523,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,30,United-States,<=50K
511,24,Private,158319,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
512,30,Local-gov,140092,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
513,26,Private,207685,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
514,30,Private,159028,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
515,41,Private,184872,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
516,37,Private,512210,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,>50K
517,77,Private,171822,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,37,England,<=50K
518,38,Private,170376,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,15024,0,40,United-States,>50K
519,31,State-gov,202027,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,7688,0,40,United-States,>50K
520,41,Private,68539,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,44,United-States,<=50K
521,26,Private,178506,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,65,United-States,<=50K
522,40,Private,221595,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
523,32,Private,66278,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United-States,<=50K
524,32,Private,166371,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,45,United-States,<=50K
525,51,Private,260938,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
526,17,Private,223267,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
527,18,Private,245918,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
528,19,Private,158641,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,60,United-States,<=50K
529,49,Private,182313,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,>50K
530,22,Private,63564,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
531,23,Private,166419,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
532,52,Private,80511,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
533,34,Private,99185,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
534,41,State-gov,48413,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
535,42,Federal-gov,89813,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
536,56,Local-gov,31267,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
537,35,Local-gov,282721,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
538,29,Private,112784,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
539,48,Private,271385,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K
540,31,Private,428350,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
541,54,Private,200818,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,<=50K
542,39,Private,25649,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
543,38,Local-gov,190511,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
544,57,Private,322787,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
545,27,Private,227244,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
546,24,Private,51574,Some-college,10,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
547,42,Self-emp-not-inc,51353,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
548,47,Self-emp-not-inc,156926,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,>50K
549,47,Self-emp-inc,162205,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
550,80,?,437666,Some-college,10,Married-civ-spouse,?,Wife,White,Female,15024,0,30,United-States,>50K
551,58,Private,237824,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Jamaica,>50K
552,34,Private,67065,10th,6,Separated,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
553,19,Private,329301,10th,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
554,20,Private,125762,HS-grad,9,Never-married,?,Other-relative,Black,Female,0,0,40,United-States,<=50K
555,29,Self-emp-not-inc,332984,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
556,60,Self-emp-not-inc,117789,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
557,48,Self-emp-not-inc,194630,11th,7,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
558,47,Private,169104,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,>50K
559,38,Private,183801,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
560,36,Private,112318,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
561,47,Private,277647,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,28,United-States,<=50K
562,26,State-gov,143299,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
563,26,State-gov,166922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
564,31,Private,177675,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United-States,>50K
565,55,Local-gov,259993,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico,>50K
566,60,Private,456236,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
567,20,State-gov,159897,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,30,United-States,>50K
568,44,Local-gov,57635,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K
569,22,Private,188793,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
570,20,Private,249727,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
571,46,Private,195827,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,2002,45,United-States,<=50K
572,39,Private,99697,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
573,37,Private,117497,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
574,19,?,270985,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,30,United-States,<=50K
575,62,Private,173673,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K
576,80,Private,205844,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
577,32,Private,99127,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
578,39,Private,149770,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
579,31,?,216941,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
580,42,Local-gov,50341,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
581,31,State-gov,603910,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,20,United-States,>50K
582,32,Private,138692,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
583,28,Private,115851,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
584,25,State-gov,118212,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
585,58,Local-gov,45607,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
586,30,State-gov,314615,Assoc-voc,11,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
587,23,Private,266287,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,43,United-States,<=50K
588,45,State-gov,209449,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,99999,0,38,United-States,>50K
589,36,Self-emp-not-inc,29617,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,1887,50,United-States,>50K
590,34,Private,119939,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
591,56,Private,48370,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
592,28,Private,148300,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
593,50,Private,227146,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
594,34,Private,235393,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
595,18,Private,154120,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
596,20,Private,256202,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
597,33,Private,205024,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,80,United-States,<=50K
598,27,Private,134886,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
599,57,Private,175681,Some-college,10,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,0,50,?,<=50K
600,37,Private,352854,Bachelors,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
601,59,Self-emp-not-inc,205359,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,12,United-States,<=50K
602,39,State-gov,143582,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
603,34,Private,124751,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
604,26,Private,104196,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,50,United-States,>50K
605,31,Private,329852,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
606,24,Private,201490,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
607,24,Private,153522,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
608,40,Private,234474,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
609,21,State-gov,153451,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,1726,40,United-States,<=50K
610,43,Private,193298,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
611,53,Private,188798,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
612,25,Private,501172,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,20,Mexico,<=50K
613,25,Private,251923,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1672,60,United-States,<=50K
614,30,Private,176063,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,48,United-States,<=50K
615,19,Private,166929,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
616,40,Local-gov,28905,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
617,32,Private,167138,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,40,United-States,>50K
618,39,Private,182342,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1408,40,United-States,<=50K
619,62,Private,235205,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2907,0,50,United-States,<=50K
620,50,State-gov,288959,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
621,29,Private,62020,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Germany,<=50K
622,18,Private,313986,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
623,22,Private,502409,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
624,24,Private,209230,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,<=50K
625,30,Private,219902,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
626,26,Private,168355,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,65,United-States,<=50K
627,28,Private,25696,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,14084,0,50,United-States,>50K
628,39,Private,146325,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,14,United-States,<=50K
629,21,Private,172232,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
630,26,Private,176063,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,594,0,40,United-States,<=50K
631,46,Private,123075,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
632,31,Private,108140,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
633,59,Self-emp-not-inc,86643,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
634,63,Self-emp-not-inc,343553,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
635,45,Self-emp-not-inc,259377,Some-college,10,Divorced,Prof-specialty,Own-child,White,Male,0,0,30,United-States,>50K
636,23,Private,213894,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,20,United-States,<=50K
637,68,Self-emp-not-inc,168191,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,>50K
638,58,Self-emp-not-inc,237824,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,Jamaica,>50K
639,54,Federal-gov,139268,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
640,46,Private,271521,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,40,Philippines,>50K
641,42,Self-emp-not-inc,50402,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
642,36,Private,175339,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
643,22,Private,180436,Masters,14,Never-married,Sales,Other-relative,White,Male,0,0,70,United-States,<=50K
644,19,?,201991,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,25,United-States,>50K
645,37,Private,281012,Some-college,10,Separated,Sales,Unmarried,White,Male,0,0,30,United-States,<=50K
646,31,Private,149734,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,>50K
647,55,Private,215479,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,625,40,United-States,<=50K
648,36,Private,249315,Bachelors,13,Widowed,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
649,51,Private,37869,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
650,57,Private,197332,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,38,United-States,>50K
651,49,State-gov,45381,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
652,48,Private,34278,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,22,United-States,<=50K
653,23,Private,233312,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
654,77,Private,210742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,38,?,>50K
655,21,Private,178054,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
656,31,Private,257778,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,55,United-States,>50K
657,26,Private,189888,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2415,38,United-States,>50K
658,54,Private,197424,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
659,41,Private,319582,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
660,41,Private,132728,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
661,26,Private,200235,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
662,45,State-gov,138497,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,1408,40,United-States,<=50K
663,33,Private,255582,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
664,30,Private,192187,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
665,30,Private,168254,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
666,55,Local-gov,149726,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
667,43,Private,190650,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
668,34,Private,27678,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,55,United-States,<=50K
669,33,Private,106306,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,4650,0,35,United-States,<=50K
670,36,Local-gov,343957,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
671,47,Private,180957,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
672,49,Private,229745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
673,53,Private,293385,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
674,20,Private,197752,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
675,33,Private,198654,Some-college,10,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,25,India,<=50K
676,34,Private,407643,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,<=50K
677,55,Federal-gov,439281,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,?,<=50K
678,26,Private,173476,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
679,23,Private,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1719,40,United-States,<=50K
680,36,Private,31166,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,<=50K
681,17,Private,220115,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
682,25,Private,485210,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,34,United-States,<=50K
683,56,Private,154785,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
684,29,Private,27678,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
685,49,Private,487341,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
686,17,Private,59462,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1672,35,United-States,<=50K
687,33,Local-gov,146042,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,<=50K
688,36,Private,354828,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
689,42,Private,52963,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,99999,0,50,United-States,>50K
690,60,Local-gov,78424,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
691,40,Private,26451,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
692,28,Private,224470,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
693,40,Local-gov,359131,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
694,35,State-gov,372181,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,67,United-States,<=50K
695,42,Private,24763,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
696,51,Self-emp-not-inc,36940,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
697,22,Private,523997,Masters,14,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
698,42,Self-emp-not-inc,227282,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
699,40,Local-gov,128016,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
700,34,Self-emp-not-inc,170924,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,40,United-States,>50K
701,70,Local-gov,126950,Bachelors,13,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
702,60,Private,197332,Some-college,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,5178,0,40,United-States,>50K
